EFECTOR;ANIO;ESPECIALIDAD;SERVICIO;TOTAL
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Tisiología;Medicina;9761
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Infectología;Medicina;3672
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Subtotal Medicina;Medicina;121956
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Cirugía General;Cirugia;4546
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Cirugía General ;Cirugia;1967
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Patología Mamaria;Cirugia;2781
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Ginecología;Cirugia;8518
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Ginecología ;Cirugia;3926
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Urología;Cirugia;3375
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Ortopedia Y Traumatología;Cirugia;9047
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Ortopedia Y Traumatología ;Cirugia;6670
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Oftalmología;Cirugia;3929
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Oftalmología ;Cirugia;133
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Otorrinolaringología;Cirugia;4404
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Proctología;Cirugia;716
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Subtotal Cirugia;Cirugia;50012
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Pediatría;Pediatria;17149
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Pediatría ;Pediatria;9716
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Neonatología;Pediatria;4448
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Adolescencia;Pediatria;2423
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Subtotal Pediatria;Pediatria;33736
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Obstetricia;Tocoginecologia;10126
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Obstetricia ;Tocoginecologia;3148
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Subtotal Tocoginecologia;Tocoginecologia;13274
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Guardia Del Día;Urgencia;118947
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Subtotal Urgencia;Urgencia;118947
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Promoción Y Protección;Promocion Y Proteccion;37333
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Subtotal Promocion Y Proteccion;Promocion Y Proteccion;37333
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Area Salud Escolar;Areas;15000
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Area Salud Comunitaria;Areas;747
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Area Epidemiología;Areas;1000
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Area Inmunizaciones;Areas;14084
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Subtotal Areas;Areas;30831
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Cobertura Porteña ;a;5946
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Cobertura Porteña ;a;6992
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Cobertura Porteña ;a;2920
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Subtotal Cobertura Porteña;a;15858
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Cesac N° 34;Centros De Salud;19446
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Subtotal Centros De Salud;Centros De Salud;19446
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2012;Total Hospital;Centros De Salud;441393
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Clínica Médica;Medicina;10861
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Clínica Médica ;Medicina;1896
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Atención Inmediata;Medicina;2040
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Atención Inmediata ;Medicina;1704
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cardiología;Medicina;12801
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cardiología ;Medicina;2955
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Dermatología;Medicina;15959
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Dermatología ;Medicina;5667
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Gastroenterología;Medicina;5341
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Gastroenterología ;Medicina;837
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Hematología;Medicina;10664
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Hematología ;Medicina;2602
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Infectología;Medicina;120895
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Infectología ;Medicina;26933
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Hepatología;Medicina;6385
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Endocrinología;Medicina;9229
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Endocrinología ;Medicina;2275
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Nefrología;Medicina;2028
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Nefrología ;Medicina;731
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Reumatología;Medicina;3124
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Reumatología ;Medicina;903
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Neurología;Medicina;4224
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Neurología ;Medicina;1069
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Adolescencia;Medicina;8284
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Adolescencia ;Medicina;3122
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Neumotisiología;Medicina;5527
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Neumotisiología ;Medicina;963
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Oncología;Medicina;6709
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Alergia;Medicina;4328
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cesación Tabáquica;Medicina;610
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cesación Tabáquica ;Medicina;614
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Geriatría ;Medicina;1791
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Subtotal Medicina;Medicina;283071
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cirugía General;Cirugia;9135
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cirugía General ;Cirugia;1373
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cirugía Plástica;Cirugia;12615
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Ginecología;Cirugia;13612
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Ginecología ;Cirugia;4392
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Urología;Cirugia;3467
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Ortopedia Y Traumatología;Cirugia;8499
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Ortopedia Y Traumatología ;Ulterior Total;5701
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Columna Vertebral;Ulterior Total;2542
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Oftalmología;Ulterior Total;7151
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Oftalmología ;Ulterior Total;496
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Otorrinolaringología;Ulterior Total;8721
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Otorrinolaringología ;Ulterior Total;2422
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Neurocirugía;Ulterior Total;1436
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Vascular Periférico;Ulterior Total;1060
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Laboratorio Vascular ;Ulterior Total;55
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cicatrización Y Cuidado Heridas Crónicas ;Ulterior Total;2320
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cirugía Cardiovascular;Ulterior Total;993
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cirugía Cardiovascular ;Ulterior Total;209
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Transplante Renal;Ulterior Total;3939
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Transplante Renal ;Ulterior Total;1301
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Transplante Cardíaco;Ulterior Total;1714
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Transplante Hepático;Ulterior Total;3582
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Subtotal Cirugia;Ulterior Total;96735
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Pediatría;Pediatria;9194
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Pediatría ;Pediatria;3773
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Neonatología;Pediatria;4963
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Subtotal Pediatria;Pediatria;17930
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Obstetricia;Tocoginecologia;12018
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Obstetricia ;Tocoginecologia;2166
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Subtotal Tocoginecologia;Tocoginecologia;14184
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Guardia Del Día;Urgencia;412917
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Subtotal Urgencia;Urgencia;412917
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Promoción Y Protección;Promocion Y Proteccion;12922
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Subtotal Promocion Y Proteccion;Promocion Y Proteccion;12922
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Area Salud Escolar;Areas;6261
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Area Salud Comunitaria;Areas;5630
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Area Epidemiología;Areas;2535
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Subtotal Areas;Areas;14426
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cobertura Porteña ;a;3813
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cobertura Porteña ;a;1436
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cobertura Porteña ;a;1933
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Subtotal Cobertura Porteña;a;7182
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cesac N° 9;Centros De Salud;15475
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cesac N° 15;Centros De Salud;18003
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Cesac N° 41;Centros De Salud;9782
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Subtotal Centros De Salud;Centros De Salud;43260
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2012;Total Hospital;Centros De Salud;902627
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Clínica Médica;Medicina;12120
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Clínica Médica ;Medicina;4121
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Infectología ;Medicina;6582
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Neurología;Medicina;6442
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Cardiología;Medicina;12368
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Hemodinamia;Medicina;1663
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Dermatología;Medicina;13153
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Gastroenterología;Medicina;8043
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Inmunología;Medicina;5316
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Nutrición;Medicina;12293
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Reumatología;Medicina;10328
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Alergia;Medicina;7190
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Hematología;Medicina;19096
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Geriatría;Medicina;3188
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Neumotisiología;Medicina;8391
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Nefrología;Medicina;9659
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Oncología;Medicina;10744
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Endocrinología;Medicina;9800
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Endocrinología ;Medicina;1562
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Reproducción Humana ;Medicina;4028
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Tiroides ;Medicina;8164
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Cesación Tabáquica;Medicina;91
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Subtotal Medicina;Medicina;174342
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Cirugía General;Cirugia;4003
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Cirugía General ;Cirugia;6341
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Cirugía Torácica ;Cirugia;341
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Urología;Cirugia;10847
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Ortopedia Y Traumatología;Cirugia;11390
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Oftalmología;Cirugia;6883
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Otorrinolaringología;Cirugia;5188
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Cirugía Cardiovascular;Cirugia;289
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Vascular Periférico;Cirugia;1627
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Cirugía Plástica;Cirugia;2988
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Subtotal Cirugia;Cirugia;49897
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2012;Pediatría;Pediatria;18911
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Cirugía Cardiovascular ;Ulterior Total;494
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Transplante Renal;Ulterior Total;4827
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Transplante Renal ;Ulterior Total;1107
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Transplante Cardíaco;Ulterior Total;1707
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Transplante Hepático;Ulterior Total;3242
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Subtotal Cirugia;Ulterior Total;101143
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Pediatría;Pediatria;9519
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Pediatría ;Pediatria;4105
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Neonatología;Pediatria;5074
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Subtotal Pediatria;Pediatria;18698
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Obstetricia;Tocoginecologia;12929
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Obstetricia ;Tocoginecologia;1732
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Subtotal Tocoginecologia;Tocoginecologia;14661
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Guardia Del Día;Urgencia;437223
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Subtotal Urgencia;Urgencia;437223
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Promoción Y Protección;Promocion Y Proteccion;9875
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Subtotal Promocion Y Proteccion;Promocion Y Proteccion;9875
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Area Salud Escolar;Areas;6378
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Area Salud Comunitaria;Areas;4806
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Area Epidemiología;Areas;3158
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Subtotal Areas;Areas;14342
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Cobertura Porteña ;a;4930
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Cobertura Porteña ;a;2327
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Cobertura Porteña ;a;2787
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Subtotal Cobertura Porteña;a;10044
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Cesac N° 9;Centros De Salud;17635
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Cesac N° 15;Centros De Salud;15762
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Cesac N° 41;Centros De Salud;11607
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Subtotal Centros De Salud;Centros De Salud;45004
HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;2011;Total Hospital;Centros De Salud;932416
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Clínica Médica;Medicina;12682
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Clínica Médica ;Medicina;4730
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Infectología ;Medicina;6299
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Neurología;Medicina;7528
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Cardiología;Medicina;14163
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Hemodinamia;Medicina;1620
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Dermatología;Medicina;14557
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Gastroenterología;Medicina;9440
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Inmunología;Medicina;4846
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Nutrición;Medicina;15226
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Reumatología;Medicina;11014
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Alergia;Medicina;6466
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Hematología;Medicina;21192
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Geriatría;Medicina;4101
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Neumotisiología;Medicina;7721
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Nefrología;Medicina;8614
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Oncología;Medicina;12654
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Endocrinología;Medicina;10420
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Endocrinología ;Medicina;2059
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Reproducción Humana ;Medicina;7519
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Tiroides ;Medicina;8373
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Cesación Tabáquica;Medicina;110
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Subtotal Medicina;Medicina;191334
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Cirugía General;Cirugia;4782
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Cirugía General ;Cirugia;6933
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Cirugía Torácica ;Cirugia;516
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Urología;Cirugia;10107
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Ortopedia Y Traumatología;Cirugia;13420
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Oftalmología;Cirugia;12068
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Otorrinolaringología;Cirugia;5276
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Cirugía Cardiovascular;Cirugia;10
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Vascular Periférico;Cirugia;2875
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Cirugía Plástica;Cirugia;3286
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Subtotal Cirugia;Cirugia;59273
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Pediatría;Pediatria;19783
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Pediatría ;Pediatria;7329
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Aprendizaje Y Desarrollo ;Pediatria;1627
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Cirugía;Pediatria;918
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Adolescencia;Pediatria;3337
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Adolescencia ;Pediatria;1313
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Seguimiento Recién Nacido Prematuro;Pediatria;695
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Subtotal Pediatria;Pediatria;35002
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Tocoginecología;Tocoginecologia;23025
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Tocoginecología ;Tocoginecologia;9562
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Seguimiento Oncológico ;Tocoginecologia;48
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Climaterio ;Tocoginecologia;671
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Patología Mamaria ;Tocoginecologia;2399
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Patología Cervical ;Tocoginecologia;8727
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Subtotal Tocoginecologia;Tocoginecologia;44432
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Guardia Del Día;Urgencia;60816
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Guardia Del Día ;Urgencia;30536
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Subtotal Urgencia;Urgencia;91352
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Promoción Y Protección;Promocion Y Proteccion;11472
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Profilaxis Rabia Humana;Promocion Y Proteccion;11791
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Subtotal Promocion Y Proteccion;Promocion Y Proteccion;23263
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Area Salud Escolar;Areas;7653
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Area Salud Comunitaria;Areas;6741
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Area Epidemiología;Areas;566
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Area Inmunizaciones;Areas;1594
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Subtotal Areas;Areas;16554
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Cobertura Porteña ;a;6776
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Cobertura Porteña ;a;2943
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Cobertura Porteña ;a;2529
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Subtotal Cobertura Porteña;a;12248
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Cesac N° 22;Centros De Salud;9333
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Cesac N° 38;Centros De Salud;10775
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Subtotal Centros De Salud;Centros De Salud;20108
HOSPITAL GENERAL DE AGUDOS DR C. DURAND;2011;Total Hospital;Centros De Salud;493566
HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;2011;Clínica Médica a;Medicina;22041
HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;2011;Clínica Médica b;Medicina;14347
HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;2011;Clínica Médica ;Medicina;14570
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2011;Clínica Médica ;Medicina;6771
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2011;Clínica Médica;Medicina;8866
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2011;Alergia E Inmunidad;Medicina;2169
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2011;Gastroenterología;Medicina;2714
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2011;Oncología;Medicina;4855
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2011;Nutrición Y Diabetes;Medicina;1843
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2011;Reumatología;Medicina;2258
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2011;Nefrología;Medicina;2286
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2011;Alergia E Inmunidad ;Medicina;1130
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2011;Gastroenterología ;Medicina;1328
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2011;Nefrología ;Medicina;663
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2011;Oncología ;Medicina;397
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2011;Neurología;Medicina;10939
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2011;Neurología ;Medicina;1929
HOSPITAL GENERAL DE AGUDOS DR T. ALVAREZ;2011;Cardiología;Medicina;9591
