SERVICIO;ESPECIALIDADES;ING;PASES_A;ING_PASES;ALTAS;DEF;TOTAL;PASES_B;EGR_PASES;DIAS_CAMAS_DISP;PAC_DIA;PROMEDIO_CAMAS_DISP;PROMEDIO_PAC_DIA;PORCENTAJE_OCUP;PROMEDIO_PERM;GIRO;TASA_MORT_HOSP;ANIO;SK_ID_EFECTOR;NOM_EFECTOR_BADATA;OBSERVACIONES
Urgencia;Subtotal Urgencia;1590;624;2214;765;279;1044;1176;2220;14197;13351;389;3658;9404;601;5708;1257;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Urgencia;Total Hospital;12439;2934;15373;11913;512;12425;2934;15359;132841;100643;36395;27573;7576;81;3414;412;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Medicina;Cardiología;55;265;320;216;1;217;98;315;9120;3807;2499;1043;4174;1209;1261;32;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Medicina;Clínica Médica;1010;366;1376;1135;101;1236;127;1363;19781;15763;5419;4319;7969;1156;2515;741;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Medicina;Geriatría;315;130;445;327;88;415;27;442;10930;7804;2995;2138;714;1766;1476;1991;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Medicina;Unidad Coronaria;331;111;442;158;39;197;244;441;3974;2307;1089;632;5805;523;405;884;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Medicina;Subtotal Medicina;1711;872;2583;1836;229;2065;496;2561;43805;29681;12001;8132;6776;1159;2134;894;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Cirugia;Cirugía General;727;150;877;751;1;752;120;872;3850;3875;1055;1062;10065;444;8267;11;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Cirugia;Cirugía Cardiovascular;97;83;180;52;8;60;120;180;930;932;255;255;10022;518;7065;444;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Cirugia;Cirugía Plástica Y Reparadora - niÃ±os;25;1;26;26;0;26;0;26;53;53;15;15;100;204;17906;0;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Cirugia;Oftalmología;7;0;7;7;0;7;0;7;17;17;5;5;100;243;15029;0;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Cirugia;Ortopedia Y Traumatología;355;48;403;376;5;381;26;407;3983;3984;1091;1092;10003;979;373;123;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Cirugia;Otorrinolaringología;82;6;88;80;0;80;7;87;337;337;92;92;100;387;9423;0;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Cirugia;Urología;388;33;421;380;0;380;40;420;1256;1260;344;345;10032;3;12205;0;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Cirugia;Vascular Periférico;41;32;73;47;0;47;26;73;569;573;156;157;1007;785;4683;0;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Cirugia;Subtotal Cirugia;1722;353;2075;1719;14;1733;339;2072;10995;11031;3012;3022;10033;532;6878;68;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Pediatria;Recien Nacido Sano;1460;243;1703;1662;0;1662;41;1703;9135;5493;2503;1505;6013;323;6805;0;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Pediatria;Neonatología;454;184;638;238;11;249;388;637;7300;4490;20;123;6151;705;3185;173;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Pediatria;Pediatría;914;10;924;901;1;902;26;928;9480;4427;2597;1213;467;477;3573;11;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Pediatria;Subtotal Pediatria;2828;437;3265;2801;12;2813;455;3268;25915;14410;71;3948;556;441;4603;37;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Tocoginecologia;Tocoginecología;2881;24;2905;2877;1;2878;29;2907;19911;13910;5455;3811;6986;479;5329;3;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Tocoginecologia;Subtotal Tocoginecologia;2881;24;2905;2877;1;2878;29;2907;19911;13910;5455;3811;6986;479;5329;3;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;
Urgencia;Terapia Intermedia Pediátrica ;18;22;40;33;1;34;3;37;488;134;134;37;2746;362;2767;27;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;(*) Terapia Intermedia Pediátrica comenzó a funcionar a partir del mes de Diciembre de 2011
Urgencia;Guardia Del Día;516;24;540;170;29;199;343;542;3652;1840;1001;504;5038;339;5417;535;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;(*) Terapia Intermedia Pediátrica comenzó a funcionar a partir del mes de Diciembre de 2011
Urgencia;Terapia Intensiva;147;259;406;13;68;81;326;407;4377;2951;1199;808;6742;725;3394;1671;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;(*) Terapia Intermedia Pediátrica comenzó a funcionar a partir del mes de Diciembre de 2011
Medicina;Cardiología;48;206;254;203;6;209;44;253;3670;1730;1005;474;4714;684;2516;237;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Clínica Médica;351;1152;1503;1160;178;1338;169;1507;26844;18995;7355;5204;7076;126;2049;1181;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Neurología;15;47;62;44;9;53;10;63;1350;802;37;22;5941;1273;1703;1429;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Psicopatologia Y Salud Mental;18;72;90;87;0;87;5;92;6968;5242;1909;1436;7523;5698;482;0;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Unidad Coronaria;81;157;238;59;20;79;158;237;1844;1347;505;369;7305;568;4691;844;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Subtotal Medicina;513;1634;2147;1553;213;1766;386;2152;40676;28116;11144;7703;6912;1307;1931;99;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Cirugia;Cirugía General;566;475;1041;951;5;956;84;1040;12096;6596;3314;1807;5453;634;3138;48;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Cirugia;Ginecología;367;83;450;399;0;399;49;448;5802;2149;159;589;3704;48;2818;0;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Cirugia;Ortopedia Y Traumatología;305;164;469;428;4;432;32;464;10276;5084;2815;1393;4947;1096;1648;86;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Cirugia;Urología;147;13;160;148;0;148;11;159;1468;565;402;155;3849;355;3953;0;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Cirugia;Subtotal Cirugia;1385;735;2120;1926;9;1935;176;2111;29642;14394;8121;3944;4856;682;2599;43;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Pediatria;Recien Nacido Sano;1365;319;1684;1566;0;1566;108;1674;7159;4761;1961;1304;665;284;8535;0;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Pediatria;Neonatología;435;106;541;218;4;222;319;541;3242;2422;888;664;7471;448;6091;74;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Pediatria;Pediatría;1285;6;1291;1286;2;1288;4;1292;6892;3299;1888;904;4787;255;6842;15;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Pediatria;Subtotal Pediatria;3085;431;3516;3070;6;3076;431;3507;17293;10482;4738;2872;6061;299;7402;17;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Tocoginecologia;Obstetricia;2181;37;2218;2143;0;2143;58;2201;9405;6300;2577;1726;6699;286;8542;0;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Tocoginecologia;Subtotal Tocoginecologia;2181;37;2218;2143;0;2143;58;2201;9405;6300;2577;1726;6699;286;8542;0;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Urgencia;Guardia Del Día;2376;26;2402;440;74;514;1894;2408;3672;1535;1006;421;418;64;23936;307;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Urgencia;Terapia Intensiva;16;260;276;18;82;100;178;278;2787;1915;764;525;6871;689;3641;295;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Urgencia;Subtotal Urgencia;2392;286;2678;458;156;614;2072;2686;6459;3450;177;945;5341;128;15179;581;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Urgencia;Total Hospital;9556;3123;12679;9150;384;9534;3123;12657;103475;62742;28349;1719;6063;658;3363;403;2011;2126;HOSPITAL GENERAL DE AGUDOS DR. T. ALVAREZ;
Medicina;Cardiología Intervencionista;229;3;232;225;0;225;7;232;496;222;136;61;4476;96;17073;0;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Medicina;Cardiología;240;390;630;529;10;539;97;636;8695;6717;2382;184;7725;1056;267;157;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Medicina;Clínica Médica;312;411;723;514;66;580;141;721;12410;10044;34;2752;8093;1393;2121;915;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Medicina;Unidad Coronaria;312;129;441;54;52;106;337;443;2806;2355;769;645;8393;532;5762;1174;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Medicina;Subtotal Medicina;1093;933;2026;1322;128;1450;582;2032;24407;19338;6687;5298;7923;952;3039;63;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Cirugía General;2042;205;2247;2039;48;2087;153;2240;18563;15398;5086;4219;8295;687;4404;214;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Cirugía Cardiovascular;141;97;238;152;5;157;82;239;4986;3217;1366;881;6452;1346;175;209;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Ginecología;417;42;459;436;2;438;19;457;4745;4396;13;1204;9264;962;3515;44;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Neurocirugía;243;113;356;276;10;286;76;362;8457;6092;2317;1669;7204;1683;1562;276;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Ortopedia Y Traumatología;359;73;432;384;10;394;36;430;7512;5861;2058;1606;7802;1363;2089;233;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Urología;242;32;274;246;2;248;24;272;3535;3073;968;842;8693;113;2808;74;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Trasplante Renal;437;97;534;469;6;475;56;531;7572;4792;2075;1313;6329;902;256;113;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Cirugia;Subtotal Cirugia;3881;659;4540;4002;83;4085;446;4531;55370;42829;1517;11734;7735;945;2987;183;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Pediatria;Recien Nacido Sano;2203;168;2371;1857;0;1857;504;2361;9559;5526;2619;1514;5781;234;9015;0;2011;2122;HOSPITAL GENERAL DE AGUDOS DR C. ARGERICH;
Urgencia;Subtotal Urgencia;681;305;986;216;98;314;672;986;8517;4925;2333;1349;5783;499;4226;994;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;(*) Terapia Intermedia Pediátrica comenzó a funcionar a partir del mes de Diciembre de 2011
Urgencia;Total Hospital;9823;1991;11814;9449;354;9803;1991;11794;109143;73957;29902;20262;6776;754;3278;361;2011;2123;HOSPITAL GENERAL DE AGUDOS DR. C. DURAND;(*) Terapia Intermedia Pediátrica comenzó a funcionar a partir del mes de Diciembre de 2011
Medicina;Cardiología;94;104;198;133;7;140;57;197;1944;1118;533;306;5751;568;3699;355;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Medicina;Clínica Médica;1281;375;1656;1220;143;1363;281;1644;28652;25223;785;691;8803;1534;2094;87;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Medicina;Unidad Coronaria;405;76;481;254;40;294;187;481;3650;2076;10;569;5688;432;481;832;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Medicina;Cardiologia;23;73;96;71;4;75;21;96;976;600;267;164;6148;625;359;417;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Medicina;Subtotal Medicina;1803;628;2431;1678;194;1872;546;2418;35222;29017;965;795;8238;12;2506;802;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Cirugia;Cirugía General;936;302;1238;991;19;1010;221;1231;16072;14625;4403;4007;91;1188;2796;154;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Cirugia;Ginecología;639;355;994;891;3;894;102;996;7301;5734;20;1571;7854;576;4979;3;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Cirugia;Neurocirugía;186;124;310;207;1;208;104;312;4381;4039;12;1107;9219;1295;2599;32;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Cirugia;Ortopedia Y Traumatología;1007;146;1153;1009;7;1016;142;1158;16888;13862;4627;3798;8208;1197;2503;6;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Cirugia;Urología;208;39;247;217;1;218;30;248;3650;3364;10;922;9216;1356;248;4;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Cirugia;Subtotal Cirugia;2976;966;3942;3315;31;3346;599;3945;48292;41624;13231;11404;8619;1055;2982;79;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Pediatria;Recien Nacido Sano;1672;20;1692;1575;0;1575;118;1693;10209;5021;2797;1376;4918;297;6053;0;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Pediatria;Neonatología;389;119;508;458;25;483;19;502;8041;5978;2203;1638;7434;1191;2279;498;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Pediatria;Pediatría;705;1;706;708;0;708;2;710;6570;2891;18;792;44;407;3944;0;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Pediatria;Subtotal Pediatria;2766;140;2906;2741;25;2766;139;2905;24820;13890;68;3805;5596;478;4272;86;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Tocoginecologia;Obstetricia;2530;9;2539;2189;0;2189;349;2538;10961;8105;3003;2221;7394;319;8452;0;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Tocoginecologia;Subtotal Tocoginecologia;2530;9;2539;2189;0;2189;349;2538;10961;8105;3003;2221;7394;319;8452;0;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Urgencia;Terapia Intermedia;45;293;338;39;19;58;282;340;4330;4042;1186;1107;9335;1189;2866;559;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Urgencia;Toxicología;232;15;247;208;1;209;38;247;2920;1340;8;367;4589;543;3088;4;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Urgencia;Terapia Intensiva;201;325;526;7;98;105;423;528;6474;5183;1774;142;8006;982;2977;1856;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Urgencia;Subtotal Urgencia;478;633;1111;254;118;372;743;1115;13724;10565;376;2895;7698;948;2965;1058;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Urgencia;Total Hospital;10553;2376;12929;10177;368;10545;2376;12921;133019;103201;36444;28274;7758;979;2894;349;2011;2127;HOSPITAL GENERAL DE AGUDOS DR. J. A. FERNANDEZ;
Medicina;Clínica Médica;51;506;557;451;53;504;52;556;16522;15176;4527;4158;9185;2729;1228;953;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Medicina;Subtotal Medicina;51;506;557;451;53;504;52;556;16522;15176;4527;4158;9185;2729;1228;953;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Cirugia;Cirugía General;435;972;1407;1326;13;1339;71;1410;10963;7995;3004;219;7293;567;4694;92;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Cirugia;Ortopedia Y Traumatología;29;262;291;268;6;274;14;288;5740;5242;1573;1436;9132;182;1831;208;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Cirugia;Urología;61;232;293;273;2;275;16;291;2499;2358;685;646;9436;81;425;69;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Cirugia;Subtotal Cirugia;525;1466;1991;1867;21;1888;101;1989;19202;15595;5261;4273;8122;784;3781;106;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Pediatria;Recien Nacido Sano;3014;451;3465;3254;0;3254;214;3468;17668;12916;4841;3539;731;372;7164;0;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Pediatria;Neonatología;643;160;803;377;22;399;398;797;8440;5851;2312;1603;6932;734;3447;276;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Pediatria;Pediatría;383;2;385;378;3;381;0;381;1627;1605;446;44;9865;421;8547;79;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Pediatria;Subtotal Pediatria;4040;613;4653;4009;25;4034;612;4646;27735;20372;7599;5581;7345;438;6114;54;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Tocoginecologia;Tocoginecología;5397;258;5655;5386;3;5389;262;5651;25379;22073;6953;6047;8697;391;8127;5;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Tocoginecologia;Subtotal Tocoginecologia;5397;258;5655;5386;3;5389;262;5651;25379;22073;6953;6047;8697;391;8127;5;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Urgencia;Terapia Intermedia;1;102;103;5;3;8;94;102;728;629;199;172;864;617;5114;294;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Urgencia;Guardia Del Día;3213;1;3214;1203;117;1320;1900;3220;5437;5455;149;1495;10033;169;21617;363;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Urgencia;Terapia Intensiva;4;268;272;10;70;80;193;273;2540;2441;696;669;961;894;3923;2564;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Urgencia;Subtotal Urgencia;3218;371;3589;1218;190;1408;2187;3595;8705;8525;2385;2336;9793;237;15074;529;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Urgencia;Total Hospital;13231;3214;16445;12931;292;13223;3214;16437;97543;81741;26724;22395;838;618;4948;221;2011;2161;HOSPITAL GENERAL DE AGUDOS J. A. PENNA;
Medicina;Psicopatologia Y Salud Mental;109;75;184;194;0;194;0;194;7307;5506;2002;1508;7535;2838;969;0;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Medicina;Subtotal Medicina;109;75;184;194;0;194;0;194;7307;5506;2002;1508;7535;2838;969;0;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Cirugia;Ginecología;420;30;450;426;5;431;19;450;4382;1828;1201;501;4172;406;3748;111;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Cirugia;Subtotal Cirugia;420;30;450;426;5;431;19;450;4382;1828;1201;501;4172;406;3748;111;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Pediatria;Recien Nacido Sano;2429;0;2429;2078;0;2078;323;2401;9514;7320;2607;2005;7694;305;9211;0;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Pediatria;Neonatología;82;324;406;371;21;392;2;394;6570;3524;18;965;5364;894;2189;533;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Pediatria;Pediatría;1542;6;1548;1539;3;1542;1;1543;8644;4484;2368;1228;5187;291;6515;19;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Pediatria;Subtotal Pediatria;4053;330;4383;3988;24;4012;326;4338;24728;15328;6775;4199;6199;353;6403;55;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Tocoginecologia;Obstetricia;3318;40;3358;3284;0;3284;38;3322;22070;12760;6047;3496;5782;384;5494;0;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Tocoginecologia;Subtotal Tocoginecologia;3318;40;3358;3284;0;3284;38;3322;22070;12760;6047;3496;5782;384;5494;0;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Urgencia;Guardia Del Día;3225;47;3272;1173;195;1368;1902;3270;4227;4151;1158;1137;982;127;28236;596;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Urgencia;Terapia Intensiva;12;301;313;28;87;115;198;313;2915;2078;799;569;7129;664;3919;278;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Urgencia;Subtotal Urgencia;3237;348;3585;1201;282;1483;2100;3583;7142;6229;1957;1707;8722;174;18311;787;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Area Indiferenciada;Area Indiferenciada;945;2002;2947;2434;176;2610;342;2952;51697;36055;14164;9878;6974;1221;2084;596;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Area Indiferenciada;Subtotal Area Indiferenciada;945;2002;2947;2434;176;2610;342;2952;51697;36055;14164;9878;6974;1221;2084;596;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Area Indiferenciada;Total Hospital;12082;2825;14907;11527;487;12014;2825;14839;117326;77706;32144;21289;6623;647;3738;405;2011;2163;HOSPITAL GENERAL DE AGUDOS P. PIÑERO;
Medicina;Cardiología;0;130;130;110;1;111;19;130;1730;598;474;164;3457;46;2743;77;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Medicina;Clínica Médica;1136;440;1576;1207;182;1389;185;1574;23176;20386;635;5585;8796;1295;2479;1156;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Medicina;Unidad Coronaria;276;52;328;162;16;178;149;327;2182;1933;598;53;8859;591;547;489;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Medicina;Subtotal Medicina;1412;622;2034;1479;199;1678;353;2031;27088;22917;7421;6279;846;1128;2737;98;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Cirugía General;1399;191;1590;1363;39;1402;185;1587;21892;15160;5998;4153;6925;955;2646;246;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Ginecología;911;88;999;739;13;752;246;998;7337;5483;201;1502;7473;549;4965;13;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Neurocirugía;322;99;421;282;9;291;134;425;7137;3851;1955;1055;5396;906;2174;212;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Oftalmología;103;5;108;101;3;104;6;110;2555;921;7;252;3605;837;1571;273;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Ortopedia Y Traumatología;622;91;713;555;27;582;129;711;18958;11903;5194;3261;6279;1674;1369;38;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Otorrinolaringología;191;13;204;187;3;190;15;205;3260;1403;893;384;4304;684;2295;146;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Urología;292;54;346;314;2;316;32;348;4030;2277;1104;624;565;654;3152;57;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Cirugia;Subtotal Cirugia;3840;541;4381;3541;96;3637;747;4384;65169;40998;17855;11232;6291;935;2455;219;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Pediatria;Recien Nacido Sano;1194;0;1194;1058;0;1058;142;1200;12045;3955;33;1084;3284;33;3636;0;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Pediatria;Neonatología;145;147;292;283;8;291;3;294;3349;2518;918;69;7519;856;3204;272;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Pediatria;Pediatría;1008;4;1012;1006;0;1006;5;1011;10766;3499;295;959;325;346;3428;0;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Pediatria;Subtotal Pediatria;2347;151;2498;2347;8;2355;150;2505;26160;9972;7167;2732;3812;398;3495;32;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Tocoginecologia;Obstetricia;1896;11;1907;1876;0;1876;41;1917;12045;6768;33;1854;5619;353;5809;0;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Tocoginecologia;Subtotal Tocoginecologia;1896;11;1907;1876;0;1876;41;1917;12045;6768;33;1854;5619;353;5809;0;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Urgencia;Terapia Intermedia;35;126;161;23;15;38;122;160;1449;1299;397;356;8965;812;403;938;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Urgencia;Terapia Intensiva;118;240;358;8;71;79;278;357;2920;2804;8;768;9603;785;4463;1989;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Urgencia;Subtotal Urgencia;153;366;519;31;86;117;400;517;4369;4103;1197;1124;9391;794;4319;1663;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Urgencia;Total Hospital;9648;1691;11339;9274;389;9663;1691;11354;134831;84758;3694;23221;6286;877;2616;403;2011;2125;HOSPITAL GENERAL DE AGUDOS DR. I. PIROVANO;
Medicina;Cardiología;194;254;448;368;0;368;85;453;5104;2742;1398;751;5372;605;324;0;2011;2162;HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;
Medicina;Clínica Médica;676;959;1635;1248;148;1396;242;1638;34253;29997;9384;8218;8757;1831;1745;904;2011;2162;HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;
Medicina;Dermatología;86;9;95;82;0;82;14;96;3349;1677;918;459;5007;1747;1046;0;2011;2162;HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;
Medicina;Stroke ;5;13;18;9;0;9;8;17;1096;298;3;82;2719;1753;566;0;2011;2162;HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;
Medicina;Hematología;170;30;200;170;13;183;13;196;5039;3636;1381;996;7216;1855;142;663;2011;2162;HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;
Medicina;Neurología;347;163;510;425;4;429;71;500;5573;4478;1527;1227;8035;896;3275;8;2011;2162;HOSPITAL GENERAL DE AGUDOS J. M. RAMOS MEJIA;
